汽机旁路系统蒸汽阀平均开度,稳压器喷淋阀平均开度,上充流量调节阀开度,电加热开启数量,一环路冷热段平均值,堆芯出口温度平均值,一回路压力平均值,ΔTsat平均值
59.248400000000004,7.5,100.0,0,211.235,211.38,3.58104,33.9887
59.12636666666666,7.5,100.0,0,211.2345,211.442,3.57949,33.8829
58.99413333333333,7.5,100.0,0,211.2465,211.481,3.57956,33.8268
58.87206666666666,7.5,100.0,0,211.24849999999998,211.493,3.57926,33.8097
58.7297,7.5,100.0,0,211.2355,211.486,3.57821,33.8053
58.59746666666666,7.5,100.0,0,211.2115,211.469,3.57693,33.805
58.455099999999995,7.5,100.0,0,211.184,211.445,3.57584,33.8107
58.302533333333336,7.5,100.0,0,211.149,211.417,3.57799,33.8158
58.160133333333334,7.5,100.0,0,211.088,211.386,3.57927,33.7298
58.01773333333333,7.5,100.0,0,211.03449999999998,211.347,3.57843,33.7406
57.865166666666674,7.5,100.0,0,211.012,211.289,3.57711,33.8193
57.7126,7.5,100.0,0,210.9865,211.233,3.57364,34.0413
57.570233333333334,7.5,100.0,0,210.97050000000002,211.201,3.56766,33.9858
57.41766666666666,7.5,100.0,0,210.9515,211.188,3.57705,34.0244
57.25493333333333,7.5,100.0,0,210.962,211.188,3.57218,34.0002
57.10236666666666,7.5,100.0,0,210.95499999999998,211.199,3.5693,33.9668
56.9498,7.5,100.0,0,210.94799999999998,211.211,3.56743,33.9204
56.79723333333334,7.5,100.0,0,210.9425,211.214,3.56675,33.9301
56.644666666666666,7.5,100.0,0,210.916,211.207,3.56239,34.0418
56.49209999999999,7.5,100.0,0,210.873,211.187,3.55708,34.076
56.329366666666665,7.5,100.0,0,210.836,211.145,3.55571,33.9837
56.17683333333334,7.5,100.0,0,210.79000000000002,211.084,3.57094,33.8808
56.02426666666667,7.5,100.0,0,210.76999999999998,211.031,3.56444,34.1048
55.8615,7.5,100.0,0,210.762,210.998,3.5614,33.9968
55.698766666666664,7.5,100.0,0,210.7665,210.989,3.56399,34.0391
55.5564,7.5,100.0,0,210.756,211.0,3.56248,34.0387
55.39366666666667,7.5,100.0,0,210.7505,211.018,3.55985,33.9962
55.241099999999996,7.5,100.0,0,210.7465,211.025,3.55992,33.9806
55.08853333333334,7.5,100.0,0,210.72699999999998,211.021,3.56181,33.9684
54.9258,7.5,100.0,0,210.6805,211.006,3.55876,33.9918
54.76306666666667,7.5,100.0,0,210.64600000000002,210.974,3.55653,34.0113
54.6105,7.5,100.0,0,210.643,210.923,3.54749,34.2309
54.45793333333334,7.5,100.0,0,210.601,210.872,3.55405,33.9298
54.2952,7.5,100.0,0,210.565,210.839,3.56208,34.0764
54.132466666666666,7.5,100.0,0,210.56900000000002,210.822,3.55203,33.996
53.97990000000001,7.5,100.0,0,210.54899999999998,210.815,3.55486,34.1489
53.82736666666667,7.5,100.0,0,210.5405,210.815,3.55282,33.985
53.66460000000001,7.5,100.0,0,210.53699999999998,210.813,3.54488,34.2152
53.51206666666667,7.5,100.0,0,210.5155,210.803,3.54933,33.979
53.3595,7.5,100.0,0,210.5165,210.788,3.54562,34.0829
53.217099999999995,7.5,100.0,0,210.4965,210.774,3.54837,34.0957
53.05436666666666,7.5,100.0,0,210.47899999999998,210.763,3.54846,34.0031
52.9018,7.5,100.0,0,210.45,210.751,3.54903,34.1055
52.749233333333336,7.5,100.0,0,210.43,210.733,3.5404,34.1005
52.56616666666667,7.5,100.0,0,210.38600000000002,210.701,3.54663,33.8847
52.413599999999995,7.5,100.0,0,210.35250000000002,210.662,3.55605,34.1137
52.26103333333333,7.5,100.0,0,210.361,210.623,3.54151,34.0141
52.098299999999995,7.5,100.0,0,210.34,210.601,3.54281,34.1932
51.95590000000001,7.5,100.0,0,210.34199999999998,210.597,3.54264,34.1628
51.79316666666667,7.5,100.0,0,210.33350000000002,210.6,3.53969,34.1019
51.640633333333334,7.5,100.0,0,210.328,210.609,3.53936,34.0648
51.48806666666667,7.5,100.0,0,210.3235,210.613,3.53934,34.0563
51.32533333333333,7.5,100.0,0,210.314,210.607,3.53784,34.093
51.17276666666667,7.5,100.0,0,210.285,210.595,3.53347,34.2043
51.02020000000001,7.5,100.0,0,210.244,210.574,3.52838,34.2386
50.86763333333334,7.5,100.0,0,210.2175,210.533,3.52846,34.237
50.715066666666665,7.5,100.0,0,210.1985,210.479,3.53021,34.1962
50.55233333333334,7.5,100.0,0,210.15800000000002,210.437,3.53877,34.0833
50.409933333333335,7.5,100.0,0,210.1355,210.42,3.53464,34.2373
50.2472,7.5,100.0,0,210.1345,210.411,3.53048,34.0916
50.10483333333334,7.5,100.0,0,210.126,210.404,3.53269,34.2148
49.95226666666667,7.5,100.0,0,210.1295,210.403,3.53259,34.1568
49.7997,7.5,100.0,0,210.126,210.40550000000002,3.53053,34.1357
49.6573,7.5,100.0,0,210.1175,210.40949999999998,3.52884,34.1049
49.494566666666664,7.5,100.0,0,210.1055,210.411,3.52828,34.1296
49.3522,7.5,100.0,0,210.0685,210.404,3.52471,34.1347
49.189433333333334,7.5,100.0,0,210.028,210.381,3.52303,34.1105
49.047066666666666,7.5,100.0,0,210.01,210.333,3.52375,34.1127
48.894499999999994,7.5,100.0,0,209.99,210.277,3.5312,34.1283
48.74193333333333,7.5,100.0,0,209.962,210.245,3.52664,34.2712
48.58936666666667,7.5,100.0,0,209.95299999999997,210.236,3.5221,34.1418
48.4368,7.5,100.0,0,209.954,210.2335,3.52059,34.1834
48.294399999999996,7.5,100.0,0,209.953,210.236,3.52143,34.1509
48.15203333333333,7.5,100.0,0,209.94799999999998,210.243,3.52142,34.1375
47.99946666666667,7.5,100.0,0,209.92450000000002,210.249,3.52554,34.1089
47.846900000000005,7.5,100.0,0,209.8775,210.244,3.53061,34.0608
47.704499999999996,7.5,100.0,0,209.8485,210.219,3.52929,34.0804
47.55193333333333,7.5,100.0,0,209.83800000000002,210.171,3.52572,34.1408
47.39936666666667,7.5,100.0,0,209.839,210.1245,3.51044,34.3434
47.257000000000005,7.5,100.0,0,209.803,210.0985,3.51709,34.123
47.114599999999996,7.5,100.0,0,209.789,210.088,3.51849,34.2984
46.97220000000001,7.5,100.0,0,209.784,210.081,3.51617,34.1638
46.819633333333336,7.5,100.0,0,209.792,210.081,3.51609,34.2008
46.67726666666667,7.5,100.0,0,209.786,210.084,3.51408,34.1919
46.534866666666666,7.5,100.0,0,209.7785,210.09,3.512,34.1572
46.382299999999994,7.5,100.0,0,209.769,210.091,3.51138,34.1695
46.2399,7.5,100.0,0,209.7345,210.084,3.50744,34.1833
46.097500000000004,7.5,100.0,0,209.69400000000002,210.063,3.50541,34.1562
45.95513333333334,7.5,100.0,0,209.6755,210.016,3.5061,34.1732
45.812733333333334,7.5,100.0,0,209.651,209.96,3.51519,34.1531
45.67033333333333,7.5,100.0,0,209.623,209.928,3.51001,34.3315
45.527966666666664,7.5,100.0,0,209.615,209.916,3.50341,34.191
45.38556666666667,7.5,100.0,0,209.6205,209.9105,3.505,34.2502
45.24316666666667,7.5,100.0,0,209.61950000000002,209.913,3.50417,34.2057
45.11093333333333,7.5,100.0,0,209.61450000000002,209.926,3.50433,34.1817
44.96856666666667,7.5,100.0,0,209.6125,209.937,3.50362,34.1645
44.826166666666666,7.5,100.0,0,209.59550000000002,209.938,3.50286,34.1317
44.68376666666666,7.5,100.0,0,209.5475,209.928,3.50525,33.9848
44.54136666666667,7.5,100.0,0,209.5145,209.8985,3.50429,34.0282
44.399,7.5,100.0,0,209.5035,209.843,3.50315,34.1179
44.26676666666666,7.5,100.0,0,209.4805,209.793,3.50073,34.3172
44.12436666666667,7.5,100.0,0,209.464,209.769,3.49506,34.2163
43.982,7.5,100.0,0,209.4655,209.761,3.49697,34.2901
43.8396,7.5,100.0,0,209.4645,209.761,3.49551,34.2273
43.707366666666665,7.5,100.0,0,209.4605,209.776,3.49626,34.1995
43.56496666666667,7.5,100.0,0,209.459,209.79,3.49603,34.185
43.43276666666666,7.5,100.0,0,209.446,209.794,3.49676,34.2025
43.29036666666667,7.5,100.0,0,209.40550000000002,209.78750000000002,3.49639,34.2174
43.14796666666666,7.5,100.0,0,209.3745,209.76350000000002,3.49406,34.2277
43.005566666666674,7.5,100.0,0,209.363,209.716,3.492,34.2538
42.87336666666666,7.5,100.0,0,209.353,209.669,3.48782,34.264
42.73096666666667,7.5,100.0,0,209.3155,209.641,3.49605,34.2054
42.59876666666667,7.5,100.0,0,209.3165,209.633,3.48572,34.3828
42.45636666666667,7.5,100.0,0,209.3015,209.628,3.4931,34.2294
42.32413333333333,7.5,100.0,0,209.3065,209.629,3.4875,34.2069
42.19193333333333,7.5,100.0,0,209.3095,209.633,3.48874,34.2121
42.049533333333336,7.5,100.0,0,209.3045,209.639,3.48774,34.2075
41.917300000000004,7.5,100.0,0,209.297,209.644,3.48569,34.1978
41.77493333333334,7.5,100.0,0,209.27499999999998,209.641,3.48353,34.2316
41.6427,7.5,100.0,0,209.2335,209.628,3.48015,34.1941
41.5003,7.5,100.0,0,209.17950000000002,209.59050000000002,3.48547,33.9394
41.3681,7.5,100.0,0,209.156,209.531,3.4983,34.273
41.235866666666666,7.5,100.0,0,209.173,209.474,3.47656,34.3905
41.093466666666664,7.5,100.0,0,209.164,209.4515,3.48184,34.3479
40.96123333333333,7.5,100.0,0,209.15449999999998,209.463,3.47964,34.2754
40.829033333333335,7.5,100.0,0,209.1545,209.491,3.4799,34.2262
40.6968,7.5,100.0,0,209.1605,209.512,3.47973,34.2013
40.56456666666667,7.5,100.0,0,209.163,209.519,3.47855,34.1837
40.43236666666667,7.5,100.0,0,209.141,209.517,3.48142,34.149
40.30013333333333,7.5,100.0,0,209.088,209.506,3.48761,34.0923
40.15773333333333,7.5,100.0,0,209.055,209.48,3.48642,34.1159
40.025533333333335,7.5,100.0,0,209.041,209.429,3.47801,34.3453
39.88313333333333,7.5,100.0,0,209.036,209.372,3.46528,34.4555
39.7509,7.5,100.0,0,209.0085,209.337,3.47468,34.2141
39.6187,7.5,100.0,0,209.01049999999998,209.325,3.46951,34.2665
39.486466666666665,7.5,100.0,0,209.0125,209.333,3.47245,34.2482
39.36443333333333,7.5,100.0,0,209.012,209.355,3.47285,34.2394
39.2322,7.5,100.0,0,209.0155,209.3745,3.47122,34.2122
39.09996666666667,7.5,100.0,0,209.016,209.383,3.47031,34.1772
38.96776666666667,7.5,100.0,0,208.9905,209.38150000000002,3.47222,34.2144
38.83553333333333,7.5,100.0,0,208.946,209.369,3.46998,34.2239
38.70333333333333,7.5,100.0,0,208.92399999999998,209.335,3.46816,34.2418
38.5711,7.5,100.0,0,208.92700000000002,209.283,3.45917,34.4431
38.44906666666667,7.5,100.0,0,208.89,209.24,3.46487,34.1439
38.316833333333335,7.5,100.0,0,208.8575,209.22,3.47337,34.2682
38.184599999999996,7.5,100.0,0,208.8715,209.213,3.46135,34.2187
38.06256666666667,7.5,100.0,0,208.87900000000002,209.213,3.46393,34.2313
37.9405,7.5,100.0,0,208.8775,209.226,3.46388,34.2267
37.8083,7.5,100.0,0,208.877,209.244,3.46218,34.1982
37.676066666666664,7.5,100.0,0,208.8725,209.253,3.46177,34.1453
37.554,7.5,100.0,0,208.841,209.252,3.46333,34.0393
37.43196666666666,7.5,100.0,0,208.804,209.236,3.46288,34.0117
37.29976666666667,7.5,100.0,0,208.78750000000002,209.195,3.4618,34.0735
37.16753333333333,7.5,100.0,0,208.769,209.145,3.4691,34.2418
37.04546666666667,7.5,100.0,0,208.764,209.113,3.45052,34.4076
36.923433333333335,7.5,100.0,0,208.7375,209.103,3.45619,34.1481
36.80136666666667,7.5,100.0,0,208.73000000000002,209.099,3.45909,34.3351
36.67933333333334,7.5,100.0,0,208.728,209.096,3.45621,34.1429
36.5471,7.5,100.0,0,208.73000000000002,209.098,3.44829,34.3791
36.425066666666666,7.5,100.0,0,208.70850000000002,209.096,3.46007,34.1701
36.303,7.5,100.0,0,208.714,209.091,3.44857,34.2331
36.18096666666667,7.5,100.0,0,208.714,209.083,3.45654,34.3382
36.04873333333333,7.5,100.0,0,208.7095,209.076,3.45705,34.3012
35.926700000000004,12.5,100.0,0,208.6995,209.078,3.46012,34.3177
35.804633333333335,12.5,100.0,0,208.69400000000002,209.081,3.45996,34.3518
35.682566666666666,12.5,100.0,0,208.69,209.078,3.45994,34.334
35.56053333333333,12.5,100.0,0,208.684,209.07,3.46091,34.3459
35.4385,12.5,100.0,0,208.675,209.06,3.46134,34.3651
35.31643333333333,12.5,100.0,0,208.66500000000002,209.05,3.461,34.3741
35.1944,12.5,100.0,0,208.6555,209.041,3.46058,34.3782
35.07233333333333,12.5,100.0,0,208.6465,209.032,3.46052,34.3849
34.950266666666664,12.5,100.0,0,208.63799999999998,209.0235,3.46055,34.3924
34.82823333333334,12.5,100.0,0,208.63049999999998,209.016,3.46042,34.3979
34.716366666666666,12.5,100.0,0,208.6225,209.0085,3.46027,34.4036
34.60446666666667,12.5,100.0,0,208.615,209.002,3.46022,34.4099
34.48243333333333,12.5,100.0,0,208.607,208.995,3.46014,34.4149
34.38073333333333,12.5,100.0,0,208.599,208.988,3.46,34.4197
34.25866666666667,12.5,100.0,0,208.591,208.981,3.45993,34.4259
34.15696666666667,12.5,100.0,0,208.583,208.973,3.45989,34.4326
34.0349,12.5,100.0,0,208.5745,208.96550000000002,3.45979,34.4385
33.9332,12.5,100.0,0,208.566,208.958,3.45969,34.4451
33.8315,12.5,100.0,0,208.5575,208.9495,3.45963,34.4522
33.7196,12.5,100.0,0,208.5485,208.94150000000002,3.45957,34.459
33.607733333333336,12.5,100.0,0,208.54000000000002,208.934,3.45948,34.4656
33.506033333333335,12.5,100.0,0,208.5315,208.926,3.45941,34.4724
33.4043,12.5,100.0,0,208.523,208.918,3.45935,34.4793
33.302600000000005,12.5,100.0,0,208.5145,208.91,3.45928,34.4858
33.190733333333334,12.5,100.0,0,208.506,208.90249999999997,3.4592,34.4923
33.08903333333333,12.5,100.0,0,208.4975,208.895,3.45914,34.499
32.9873,12.5,100.0,0,208.489,208.887,3.45909,34.5056
32.885600000000004,12.5,100.0,0,208.4805,208.8795,3.45902,34.5122
32.783899999999996,12.5,100.0,0,208.4725,208.872,3.45895,34.5189
32.692366666666665,12.5,100.0,0,208.4635,208.864,3.4589,34.5256
32.59063333333333,12.5,100.0,0,208.45499999999998,208.85649999999998,3.45884,34.5324
32.488933333333335,12.5,100.0,0,208.44650000000001,208.849,3.45877,34.5391
32.387233333333334,12.5,100.0,0,208.438,208.841,3.45872,34.5458
32.295700000000004,12.5,100.0,0,208.42950000000002,208.83350000000002,3.45866,34.5525
32.193999999999996,12.5,100.0,0,208.421,208.826,3.4586,34.5591
32.102466666666665,12.5,100.0,0,208.413,208.818,3.45855,34.5659
32.000733333333336,12.5,100.0,0,208.4045,208.811,3.4585,34.5726
31.9092,12.5,100.0,0,208.39600000000002,208.803,3.45844,34.5793
31.817666666666668,12.5,100.0,0,208.3875,208.796,3.45838,34.5859
31.726133333333337,12.5,100.0,0,208.379,208.788,3.45834,34.5926
31.634600000000002,12.5,100.0,0,208.371,208.781,3.45829,34.5993
31.532866666666667,12.5,100.0,0,208.3625,208.773,3.45824,34.606
31.4515,12.5,100.0,0,208.3545,208.766,3.4582,34.6129
31.3498,12.5,100.0,0,208.346,208.758,3.45815,34.6195
31.26843333333333,12.5,100.0,0,208.33800000000002,208.751,3.45812,34.6264
31.166733333333337,12.5,100.0,0,208.3295,208.74349999999998,3.45807,34.6331
31.08536666666667,12.5,100.0,0,208.322,208.736,3.45804,34.6399
30.983666666666664,12.5,100.0,0,208.3135,208.729,3.458,34.6465
30.902299999999997,12.5,100.0,0,208.3055,208.722,3.45796,34.6532
30.80056666666667,12.5,100.0,0,208.2975,208.7145,3.45793,34.6598
30.7192,12.5,100.0,0,208.2895,208.707,3.45788,34.6664
30.617499999999996,12.5,100.0,0,208.281,208.6995,3.45785,34.6735
30.525966666666665,12.5,100.0,0,208.2725,208.692,3.45781,34.6799
30.434433333333335,12.5,100.0,0,208.265,208.685,3.45779,34.6866
30.353066666666667,12.5,100.0,0,208.257,208.678,3.45775,34.6931
30.251366666666666,12.5,100.0,0,208.249,208.671,3.45771,34.6995
30.18016666666667,12.5,100.0,0,208.2425,208.665,3.45768,34.7052
30.088633333333334,12.5,100.0,0,208.2345,208.658,3.45765,34.7116
30.007266666666666,12.5,100.0,0,208.227,208.651,3.45762,34.718
29.90556666666667,12.5,100.0,0,208.21949999999998,208.644,3.45758,34.7243
29.8242,12.5,100.0,0,208.2115,208.6375,3.45755,34.7306
29.7428,12.5,100.0,0,208.204,208.631,3.45752,34.7369
29.651266666666668,12.5,100.0,0,208.19650000000001,208.624,3.45748,34.7431
29.559733333333337,12.5,100.0,0,208.18849999999998,208.617,3.45745,34.7494
29.47836666666667,12.5,100.0,0,208.1815,208.6105,3.45742,34.7556
29.397000000000002,12.5,100.0,0,208.174,208.604,3.45738,34.7618
29.315633333333334,12.5,100.0,0,208.16649999999998,208.597,3.45735,34.7679
29.224100000000004,12.5,100.0,0,208.159,208.59,3.45732,34.774
29.132566666666666,12.5,100.0,0,208.152,208.584,3.45728,34.7801
29.051200000000005,12.5,100.0,0,208.1445,208.577,3.45725,34.7862
28.96983333333333,20.0,100.0,0,208.137,208.57049999999998,3.45722,34.7923
28.88846666666667,20.0,100.0,0,208.1335,208.564,3.45471,34.8032
28.807100000000002,20.0,100.0,0,208.1295,208.557,3.45347,34.7494
28.725733333333334,20.0,100.0,0,208.12400000000002,208.5505,3.45425,34.7484
28.634200000000003,20.0,100.0,0,208.11700000000002,208.544,3.45394,34.7532
28.552833333333336,20.0,100.0,0,208.10899999999998,208.53750000000002,3.4522,34.7417
28.461300000000005,20.0,100.0,0,208.1025,208.531,3.45083,34.729
28.379933333333337,20.0,100.0,0,208.09550000000002,208.5245,3.44993,34.7174
28.29856666666667,20.0,100.0,0,208.0895,208.518,3.4488,34.704
28.217200000000002,20.0,100.0,0,208.0805,208.5115,3.44764,34.7669
28.135833333333334,20.0,100.0,0,208.04399999999998,208.505,3.4401,34.876
28.054466666666666,20.0,100.0,0,208.009,208.489,3.43583,34.8752
27.9731,20.0,100.0,0,207.995,208.451,3.43615,34.8717
27.891733333333335,20.0,100.0,0,207.98250000000002,208.405,3.43746,34.856
27.810366666666667,20.0,100.0,0,207.9675,208.377,3.44432,34.6535
27.729000000000003,20.0,100.0,0,207.9365,208.3725,3.4527,34.7552
27.647633333333335,20.0,100.0,0,207.95049999999998,208.38049999999998,3.43576,34.8719
27.566266666666667,20.0,100.0,0,207.946,208.384,3.4413,34.6414
27.4849,20.0,100.0,0,207.9555,208.385,3.4356,34.8288
27.403533333333332,20.0,100.0,0,207.9385,208.386,3.44505,34.6469
27.322166666666664,20.0,100.0,0,207.9355,208.388,3.43232,34.8061
27.220466666666667,20.0,100.0,0,207.917,208.381,3.43823,34.5658
27.13906666666667,20.0,100.0,0,207.8955,208.365,3.44578,34.6738
27.0577,20.0,100.0,0,207.904,208.348,3.43191,34.7243
26.956,20.0,100.0,0,207.88150000000002,208.334,3.4437,34.6943
26.874633333333335,20.0,100.0,0,207.8795,208.328,3.43227,34.576
26.7831,20.0,100.0,0,207.848,208.323,3.4424,34.6474
26.69156666666667,20.0,100.0,0,207.861,208.315,3.42712,34.7941
26.610200000000003,20.0,100.0,0,207.848,208.301,3.43286,34.5749
26.508499999999998,20.0,100.0,0,207.84949999999998,208.29,3.4328,34.7376
26.42713333333333,20.0,100.0,0,207.84550000000002,208.285,3.43528,34.641
26.3356,20.0,100.0,0,207.8435,208.289,3.42799,34.6413
26.244033333333334,20.0,100.0,0,207.844,208.29250000000002,3.42981,34.6344
26.1627,20.0,100.0,0,207.85,208.293,3.42835,34.6039
26.060966666666662,20.0,100.0,0,207.8475,208.295,3.42779,34.5854
25.9796,20.0,100.0,0,207.8385,208.297,3.42783,34.5567
25.888066666666663,20.0,100.0,0,207.7975,208.2945,3.42942,34.4388
25.796533333333333,20.0,100.0,0,207.76100000000002,208.28,3.42867,34.3991
25.715166666666665,20.0,100.0,0,207.7485,208.243,3.42746,34.4492
25.623633333333334,20.0,100.0,0,207.741,208.197,3.42638,34.5206
25.5321,20.0,100.0,0,207.7265,208.169,3.42447,34.7083
25.450733333333332,20.0,100.0,0,207.723,208.164,3.41779,34.6468
25.369366666666668,20.0,100.0,0,207.7165,208.166,3.42564,34.579
25.277833333333334,20.0,100.0,0,207.7385,208.171,3.41976,34.5633
25.19646666666667,20.0,100.0,0,207.7515,208.181,3.42182,34.5751
25.1049,20.0,100.0,0,207.7525,208.199,3.42087,34.5649
25.023566666666667,20.0,100.0,0,207.754,208.215,3.41895,34.5307
24.9422,20.0,100.0,0,207.7545,208.22,3.41764,34.5024
24.85063333333333,20.0,100.0,0,207.75150000000002,208.2175,3.41716,34.5131
24.769266666666667,20.0,100.0,0,207.7215,208.209,3.42152,34.5544
24.677733333333332,20.0,100.0,0,207.667,208.195,3.41838,34.5603
24.596366666666665,20.0,100.0,0,207.6445,208.162,3.41611,34.5695
24.504833333333334,20.0,100.0,0,207.6365,208.112,3.41477,34.5985
24.423466666666666,20.0,100.0,0,207.643,208.0725,3.40718,34.7505
24.342100000000002,20.0,100.0,0,207.622,208.059,3.41174,34.4754
24.260733333333334,20.0,100.0,0,207.6095,208.067,3.41807,34.5627
24.179366666666667,20.0,100.0,0,207.63799999999998,208.0795,3.41157,34.5021
24.098000000000003,20.0,100.0,0,207.656,208.0935,3.41253,34.5168
24.016633333333335,20.0,100.0,0,207.659,208.112,3.41073,34.495
23.935266666666667,20.0,100.0,0,207.6605,208.128,3.40888,34.4545
23.8539,20.0,100.0,0,207.661,208.134,3.40791,34.43
23.77253333333333,20.0,100.0,0,207.65699999999998,208.132,3.40739,34.4817
23.691166666666664,20.0,100.0,0,207.624,208.12349999999998,3.4003,34.6061
23.609799999999996,20.0,100.0,0,207.5865,208.1045,3.39544,34.6128
23.52843333333333,20.0,100.0,0,207.57049999999998,208.0625,3.39605,34.6102
23.436899999999998,20.0,100.0,0,207.56,208.013,3.39793,34.5554
23.3657,20.0,100.0,0,207.53,207.98250000000002,3.40784,34.4147
23.284333333333333,20.0,100.0,0,207.539,207.9795,3.39833,34.6424
23.20296666666667,20.0,100.0,0,207.5305,207.986,3.40844,34.4471
23.1216,20.0,100.0,0,207.5405,207.999,3.39701,34.4876
23.040233333333333,20.0,100.0,0,207.538,208.01,3.4057,34.4608
22.958866666666665,20.0,100.0,0,207.563,208.018,3.40223,34.4577
22.88766666666667,20.0,100.0,0,207.563,208.02550000000002,3.39923,34.4105
22.816466666666667,20.0,100.0,0,207.561,208.035,3.39835,34.3706
22.735133333333334,20.0,100.0,0,207.56,208.039,3.39818,34.3546
22.653733333333335,20.0,100.0,0,207.5565,208.0355,3.3976,34.3503
22.572366666666667,20.0,100.0,0,207.5315,208.02749999999997,3.40273,34.3298
22.491,20.0,100.0,0,207.474,208.016,3.40799,34.2749
22.409666666666666,20.0,100.0,0,207.447,207.9915,3.40663,34.285
22.328300000000002,20.0,100.0,0,207.44549999999998,207.948,3.40205,34.3422
22.2469,20.0,100.0,0,207.4525,207.909,3.39714,34.5117
22.1859,20.0,100.0,0,207.446,207.896,3.38854,34.4437
22.104533333333336,20.0,100.0,0,207.436,207.902,3.39558,34.3645
22.02316666666667,20.0,100.0,0,207.457,207.91250000000002,3.38967,34.3309
21.962133333333338,20.0,100.0,0,207.4735,207.926,3.39139,34.33
21.88076666666667,20.0,100.0,0,207.47500000000002,207.944,3.38954,34.3046
21.799400000000002,20.0,100.0,0,207.4675,207.96,3.38489,34.4192
21.738366666666668,20.0,100.0,0,207.43400000000003,207.964,3.37599,34.4622
21.657,20.0,100.0,0,207.3995,207.941,3.37715,34.4807
21.575633333333332,20.0,100.0,0,207.38,207.889,3.37182,34.4228
21.494266666666665,20.0,100.0,0,207.37,207.8295,3.37361,34.425
21.433233333333334,20.0,100.0,0,207.3535,207.7945,3.37453,34.3891
21.3519,20.0,100.0,0,207.32,207.791,3.38559,34.1954
21.270533333333333,20.0,100.0,0,207.31799999999998,207.804,3.38103,34.3671
21.209500000000002,20.0,100.0,0,207.33550000000002,207.8125,3.37179,34.2824
21.128133333333334,20.0,100.0,0,207.325,207.815,3.3818,34.1362
21.056933333333333,20.0,100.0,0,207.32600000000002,207.8175,3.37748,34.2885
20.9654,20.0,100.0,0,207.332,207.8185,3.3678749999999997,34.352
20.904366666666665,20.0,100.0,0,207.3195,207.816,3.37245,34.0457
20.823,20.0,100.0,0,207.2955,207.81,3.3825,34.146
20.741633333333336,20.0,100.0,0,207.309,207.801,3.36282,34.3291
20.66026666666667,20.0,100.0,0,207.289,207.789,3.36897,34.0034
20.5789,20.0,100.0,0,207.2625,207.77550000000002,3.37957,34.1238
20.497533333333333,20.0,100.0,0,207.279,207.7645,3.35946,34.3038
20.416166666666665,20.0,100.0,0,207.262,207.755,3.3657,33.9915
20.3348,20.0,100.0,0,207.2405,207.7475,3.37557,34.0982
20.273766666666667,20.0,100.0,0,207.25799999999998,207.744,3.36042,34.1107
20.192400000000003,20.0,100.0,0,207.2495,207.741,3.36707,34.0213
20.111033333333335,20.0,100.0,0,207.2425,207.7425,3.36468,34.1391
20.029666666666667,20.0,100.0,0,207.2425,207.745,3.35501,34.0943
19.9483,20.0,100.0,0,207.2165,207.739,3.36609,33.91
19.866933333333332,20.0,100.0,0,207.21,207.726,3.361,34.1193
19.785566666666668,20.0,100.0,0,207.2145,207.7095,3.35117,34.0513
19.7144,20.0,100.0,0,207.1825,207.6935,3.36081,33.8907
19.633,20.0,100.0,0,207.184,207.683,3.35569,34.0739
19.561833333333333,20.0,100.0,0,207.19299999999998,207.674,3.35054,33.8999
19.48046666666667,20.0,100.0,0,207.184,207.6735,3.35606,34.0776
19.3991,20.0,100.0,0,207.188,207.681,3.34888,33.9505
19.317733333333333,20.0,100.0,0,207.1895,207.6875,3.35619,33.9528
19.246533333333332,20.0,100.0,0,207.1995,207.692,3.3489,33.8663
19.165166666666668,20.0,100.0,0,207.1885,207.698,3.35305,33.9699
19.093966666666667,20.0,100.0,0,207.17849999999999,207.701,3.34108,33.9831
19.012600000000003,20.0,100.0,0,207.167,207.692,3.3395,33.9864
18.931233333333335,20.0,100.0,0,207.1565,207.668,3.33826,33.9999
18.849866666666667,20.0,100.0,0,207.14249999999998,207.6415,3.33726,34.0081
18.7685,20.0,100.0,0,207.118,207.621,3.34306,33.9085
18.687133333333332,20.0,100.0,0,207.12599999999998,207.611,3.33552,34.0723
18.615933333333334,20.0,100.0,0,207.1045,207.60750000000002,3.3395,33.6819
18.544733333333333,20.0,100.0,0,207.072,207.607,3.3542,33.806
18.46336666666667,20.0,100.0,0,207.101,207.602,3.32767,34.0494
18.402333333333335,20.0,100.0,0,207.083,207.59,3.33649,33.6282
18.320966666666667,20.0,100.0,0,207.053,207.579,3.35015,33.7631
18.2498,20.0,100.0,0,207.05599999999998,207.572,3.33001,33.9184
18.1786,20.0,100.0,0,206.965,207.564,3.34341,33.4766
18.097233333333335,20.0,100.0,0,206.9595,207.534,3.3121,33.9258
18.026033333333334,20.0,100.0,0,206.9625,207.467,3.32077,33.817
17.954833333333333,20.0,100.0,0,206.9905,207.404,3.31566,33.7817
17.87346666666667,20.0,100.0,0,206.954,207.40249999999997,3.32759,33.6099
17.7921,20.0,100.0,0,206.95299999999997,207.447,3.32241,33.7536
17.7209,20.0,100.0,0,206.9815,207.485,3.31207,33.6368
17.6497,20.0,100.0,0,206.9805,207.503,3.3229,33.4493
17.56833333333333,20.0,100.0,0,206.986,207.5095,3.3184,33.6225
17.486966666666664,20.0,100.0,0,206.995,207.5085,3.30882,33.5479
17.4056,20.0,100.0,0,206.975,207.501,3.31901,33.4057
